metname,inchikey,Canonical_SMILES
hdd2coa,JUPAQFRKPHPXLD-MSHHSVQMSA-J,CCCCCCCCCCCCCC=CC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[O-])[O-]
td2coa,MBCVYCOKMMMWLX-YYMFEJJQSA-J,CCCCCCCCCCCC=CC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[O-])[O-]
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O,C(CC(C(=O)[O-])[NH3+])C[NH+]=C(N)N
fdxrd,NA,noinchikey_inpubchem
anhm3p,KGVLFEPQSVUIRC-FYQNUYSYSA-L,CC(C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)[O-])NC(=O)C(C)OC1C(COC(C1O)CO)NC(=O)C
ugmda,IMWOXEZVYQDRDF-MCZXNMLPSA-J,CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
g3pc,SUHOQUVVVLNYQR-MRVPVSSYSA-N,C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O
fa1coa,NA,noinchikey_inpubchem
cmp,IERHLVCPSMICTF-XVFCMESISA-L,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])[O-])O)O
scys__L,NOKPBJYHPHHWAN-REOHCLBHSA-M,C(C(C(=O)O)N)SS(=O)(=O)[O-]
dimp,PHNGFPPXDJJADG-RRKCRQDMSA-L,C1C(C(OC1N2C=NC3=C2NC=NC3=O)COP(=O)([O-])[O-])O
gdpmann,MVMSCBBUIHUTGJ-GDJBGNAASA-L,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=NC2=O)N
kdo8p,IZZNRKJLBIYBJN-HXUQBWEZSA-K,C1C(C(C(OC1(C(=O)[O-])O)C(COP(=O)([O-])[O-])O)O)O
cyst__L,ILRYLPWNYFXEMH-WHFBIAKZSA-N,C(CSCC(C(=O)O)N)C(C(=O)O)N
hmgth,PIUSLWSYOYFRFR-BQBZGAKWSA-M,C(CC(=O)NC(CSCO)C(=O)NCC(=O)[O-])C(C(=O)[O-])[NH3+]
istnt,SUMDYPCJJOFFON-UHFFFAOYSA-M,C(CS(=O)(=O)[O-])O
glcr,DSLZVSRJTYRBFB-LLEIAEIESA-L,C(C(C(C(=O)[O-])O)O)(C(C(=O)[O-])O)O
clavam,NA,noinchikey_inpubchem
pqh2,NA,noinchikey_inpubchem
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L,C(C(=O)COP(=O)([O-])[O-])O
dgmp,LTFMZDNNPPEQNG-KVQBGUIXSA-L,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])[O-])O
mql8,OIEZRVBFVPGODT-WQWYCSGDSA-N,CC1=C(C2=CC=CC=C2C(=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)O
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M,C(C(=N)C(=O)O)C(=O)[O-]
sucsal,UIUJIQZEACWQSV-UHFFFAOYSA-M,C(CC(=O)[O-])C=O
maltpt,FTNIPWXXIGNQQF-DWTFCAFKSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)O)CO)CO)CO)CO)O)O)O)O
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L,C(=O)(N)OP(=O)([O-])[O-]
2me4p,XMWHRVNVKDKBRG-UHNVWZDZSA-L,CC(CO)(C(COP(=O)([O-])[O-])O)O
inost,CDAISMWEOUEBRE-GPIVLXJGSA-N,noinchikey_inpubchem
galur,AEMOLEFTQBMNLQ-YMDCURPLSA-M,C1(C(C(OC(C1O)O)C(=O)[O-])O)O
imacp,YCFFMSOLUMRAMD-UHFFFAOYSA-L,C1=C(NC=N1)CC(=O)COP(=O)([O-])[O-]
meoh,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M,C1C(C(C(C=C1C(=O)[O-])O)O)O
gtca3_45_BS,NA,noinchikey_inpubchem
hmccms,ADNFTGVUUFRKSK-JGDUWUCISA-M,noinchikey_inpubchem
3ohodcoa,LGOGWHDPDVAUNY-LFZQUHGESA-J,CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
3ocmrs7eACP,NA,noinchikey_inpubchem
2dmmql8,FGYPGICSXJEKCG-AENDIINCSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C2=CC=CC=C2C(=C1)O)O)C)C)C)C)C)C)C)C
phaccoa,ZIGIFDRJFZYEEQ-CECATXLMSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O
5dglcn,IZSRJDGCGRAUAR-MROZADKFSA-M,C(C(=O)C(C(C(C(=O)[O-])O)O)O)O
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])OP(=O)([O-])[O-])O)N
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M,CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])CC(C(C(CO)O)O)O
2dr1p,KBDKAJNTYKVSEK-VPENINKCSA-L,C1C(C(OC1OP(=O)([O-])[O-])CO)O
23dhmp,PDGXJDXVGMHUIR-UJURSFKZSA-M,CCC(C)(C(C(=O)[O-])O)O
6pgl,IJOJIVNDFQSGAB-SQOUGZDYSA-L,C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)([O-])[O-]
udpLa4o,URJZIQLTPCJVMW-QNSCKLTRSA-L,C1C(=O)C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O
fdp,RNBGYGVWRKECFJ-VRPWFDPXSA-J,C(C1C(C(C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-]
malt6p,ITPHOIFCAFNCLL-ASMJPISFSA-L,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)([O-])[O-])O)O)O)O
pgp160,ONJBJMDJKLHMEK-MPQUPPDSSA-K,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COP(=O)([O-])[O-])O)OC(=O)CCCCCCCCCCCCCCC
um4p,NA,noinchikey_inpubchem
3hhexACP,NA,noinchikey_inpubchem
kdolipid4n,NA,noinchikey_inpubchem
fdxo_42,NA,noinchikey_inpubchem
23dhacoa,ZFXICKRXPZTFPB-FZHFFJAKSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C=CCCC(=O)[O-])O
utp,PGAVKCOVUIYSFO-XVFCMESISA-J,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
xtsn,UBORTCNDUKBEOP-UUOKFMHZSA-N,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O,C(CC[NH3+])CC(C(=O)O)N
12dgr140,NA,noinchikey_inpubchem
cdpdhdec9eg,LBKBJHVQQNUXGQ-BQUKFSKHSA-L,noinchikey_inpubchem
pe161,NA,noinchikey_inpubchem
so3,LSNNMFCWUKXFEE-UHFFFAOYSA-L,[O-]S(=O)[O-]
3ooctdACP,NA,noinchikey_inpubchem
mqn6,PFRQBZFETXBLTP-RCIYGOBDSA-N,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
raffin,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O
2mp2coa,NPALUEYCDZWBOV-NDZSKPAWSA-J,CC(=C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
L2aadp,OYIFNHCXNCRBQI-BYPYZUCNSA-M,C(CC(C(=O)[O-])[NH3+])CC(=O)[O-]
3hoctaACP,NA,noinchikey_inpubchem
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
h2mb4p,MDSIZRKJVDMQOQ-GORDUTHDSA-K,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CO
4per,ZCZXOHUILRHRQJ-PWNYCUMCSA-K,C(C(C(C(=O)[O-])O)O)OP(=O)([O-])[O-]
pa161,NA,noinchikey_inpubchem
phom,FXDNYOANAXWZHG-VKHMYHEASA-L,C(COP(=O)([O-])[O-])C(C(=O)[O-])[NH3+]
5odhf2a,ZPEHSARSWGDCEX-UHFFFAOYSA-M,C1C=C(OC1=O)CC(=O)[O-]
no2,IOVCWXUNBOPUCH-UHFFFAOYSA-M,N(=O)[O-]
12dgr_BS,NA,noinchikey_inpubchem
tdcoa,DUAFKXOFBZQTQE-QSGBVPJFSA-J,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N,C(C1C(C(C(C(O1)O)O)O)O)O
alpro,NA,noinchikey_inpubchem
drib,PDWIQYODPROSQH-PYHARJCCSA-N,C1C(C(OC1O)CO)O
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N,CC(C)CC(C(=O)O)N
acACP,NA,noinchikey_inpubchem
5cohe,NA,noinchikey_inpubchem
poaac,WQKGFGLGYOHJOG-UPHRSURJSA-N,C(=CN)C(=O)OO
tddec2eACP,NA,noinchikey_inpubchem
malthp,ZHZITDGOAFCURV-VVTKTIMZSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)CO)CO)CO)O)O)O)O
ugmd,QUHLBZKCGUXHGP-AJVQVANPSA-J,CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
itp,HAEJPQIATWHALX-KQYNXXCUSA-J,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
5g2oxpt,ARBHXJXXVVHMET-UHFFFAOYSA-N,C(CC(=O)C(=O)O)CN=C(N)N
udpglcur,HDYANYHVCAPMJV-LXQIFKJMSA-K,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)C(=O)[O-])O)O)O)O)O
mptamp,XJXFAXLUOKQPAQ-YPRLVJTJSA-K,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OCC4C(=C(C5C(O4)NC6=C(N5)C(=O)N=C(N6)N)[S-])S)O)O)N
xyl__D,SRBFZHDQGSBBOR-IOVATXLUSA-N,C1C(C(C(C(O1)O)O)O)O
dcdp,FTDHDKPUHBLBTL-SHYZEUOFSA-K,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O
uacmam,LFTYTUAZOPRMMI-ZYQOOJPVSA-L,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
3ig3p,NQEQTYPJSIEPHW-MNOVXSKESA-L,C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)([O-])[O-])O)O
dutp,AHCYMLUZIRLXAA-SHYZEUOFSA-J,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
stcoa,SIARJEKBADXQJG-LFZQUHGESA-J,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
anhgm4p,ZTOWCORYLXDAAW-JOUWMGDHSA-L,noinchikey_inpubchem
25drapp,OCLCLRXKNJCOJD-UMMCILCDSA-L,C(C1C(C(C(O1)NC2=C(C(=O)N=C(N2)N)N)O)O)OP(=O)([O-])[O-]
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)([O-])OP(=O)([O-])[O-])O
tdeACP,NA,noinchikey_inpubchem
pnto__R,GHOKWGTUZJEAQD-ZETCQYMHSA-M,CC(C)(CO)C(C(=O)NCCC(=O)[O-])O
ocACP,NA,noinchikey_inpubchem
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)NC(=NC2=O)N
pe120,NA,noinchikey_inpubchem
acg5p,FCVIHFVSXHOPSW-YFKPBYRVSA-K,CC(=O)NC(CCC(=O)OP(=O)([O-])[O-])C(=O)[O-]
2pglyc,ASCFNMCAHFUBCO-UHFFFAOYSA-K,C(C(=O)[O-])OP(=O)([O-])[O-]
msa,OAKURXIZZOAYBC-UHFFFAOYSA-M,C(C=O)C(=O)[O-]
succoa,VNOYUJKHFWYWIR-ITIYDSSPSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])O
2agpg180,ZYKIFISVQNGKFE-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])OCC(CO)O
acac,WDJHALXBUFZDSR-UHFFFAOYSA-M,CC(=O)CC(=O)[O-]
2dhp,PKVVTUWHANFMQC-UHFFFAOYSA-M,CC(C)(CO)C(=O)C(=O)[O-]
motre,NA,noinchikey_inpubchem
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L,C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)([O-])[O-]
Ncbmpts,YANFYYGANIYHGI-UHFFFAOYSA-O,C(CCNC(=O)N)C[NH3+]
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K,C(C(C(=O)[O-])O)OP(=O)([O-])[O-]
fa6coa,NA,noinchikey_inpubchem
6hmhpt,CQQNNQTXUGLUEV-UHFFFAOYSA-N,C1C(=NC2=C(N1)NC(=NC2=O)N)CO
thex2eACP,NA,noinchikey_inpubchem
acglu,RFMMMVDNIPUKGG-YFKPBYRVSA-L,CC(=O)NC(CCC(=O)[O-])C(=O)[O-]
2amsa,XMTCKNXTTXDPJX-REOHCLBHSA-N,C(=O)C(C(=O)O)N
3hcddec5eACP,NA,noinchikey_inpubchem
4ahmmp,VUTBELPREDJDDH-UHFFFAOYSA-N,CC1=NC=C(C(=N1)N)CO
pe181,NA,noinchikey_inpubchem
2agpg120,NA,noinchikey_inpubchem
2maacoa,NHNODHRSCRALBF-NQNBQJKNSA-J,CC(C(=O)C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
trdrd,NA,noinchikey_inpubchem
accoa,ZSLZBFCDCINBPY-ZSJPKINUSA-J,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
mpt,HPEUEJRPDGMIMY-IFQPEPLCSA-K,C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])S)OP(=O)([O-])[O-]
2h3opp,QWBAFPFNGRFSFB-UHFFFAOYSA-M,C(=O)C(C(=O)[O-])O
glutcoa,SYKWLIJQEHRDNH-CKRMAKSASA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)[O-])O
ni2,VEQPNABPJHWNSG-UHFFFAOYSA-N,[Ni+2]
3oddecACP,NA,noinchikey_inpubchem
igam,NA,noinchikey_inpubchem
3odcoa,AZCVXMAPLHSIKY-HSJNEKGZSA-J,CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K,C=C(C(=O)[O-])OP(=O)([O-])[O-]
3ooctACP,NA,noinchikey_inpubchem
hdcea,NA,noinchikey_inpubchem
acysbmn,NA,noinchikey_inpubchem
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
4c2me,YFAUKWZNPVBCFF-XHIBXCGHSA-L,CC(CO)(C(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O
qh2,NA,noinchikey_inpubchem
23dhbzs,VDTYHTVHFIIEIL-LURJTMIESA-M,C1=CC(=C(C(=C1)O)O)C(=O)NC(CO)C(=O)[O-]
4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M,CC(C)CC(=O)C(=O)[O-]
ccmuac,TXXHDPDFNKHHGW-CCAGOZQPSA-L,C(=CC(=O)[O-])C=CC(=O)[O-]
suchms,GNISQJGXJIDKDJ-YFKPBYRVSA-M,C(COC(=O)CCC(=O)[O-])C(C(=O)[O-])[NH3+]
2aobut,SAUCHDKDCUROAO-VKHMYHEASA-N,CC(=O)C(C(=O)O)N
tdecoa,NA,noinchikey_inpubchem
lipo1_24_BS,NA,noinchikey_inpubchem
rbflvrd,SGSVWAYHEWEQET-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(CO)O)O)O
tagdp__D,RNBGYGVWRKECFJ-OEXCPVAWSA-J,C(C1C(C(C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-]
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M,CC(C)C(=O)C(=O)[O-]
2agpe180,KIHAGWUUUHJRMS-JOCHJYFZSA-N,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)(O)OCCN
sl26da,GLXUWZBUPATPBR-BQBZGAKWSA-L,C(CC(C(=O)[O-])[NH3+])CC(C(=O)[O-])NC(=O)CCC(=O)[O-]
ump,DJJCXFVJDGTHFX-XVFCMESISA-L,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])[O-])O)O
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M,CCC(C(=O)C)(C(=O)[O-])O
urdglyc,NWZYYCVIOKVTII-SFOWXEAESA-M,C(C(=O)[O-])(NC(=O)N)O
ocdcaACP,NA,noinchikey_inpubchem
bmocogdp,NA,noinchikey_inpubchem
dhpppn,QZDSXQJWBGMRLU-UHFFFAOYSA-M,C1=CC(=C(C(=C1)O)O)CCC(=O)[O-]
gpca,NA,noinchikey_inpubchem
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O
hxal,JARKCYVAAOWBJS-UHFFFAOYSA-N,CCCCCC=O
dcyt,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O
2agpe161,NA,noinchikey_inpubchem
LalaLglu,VYZAGTDAHUIRQA-WHFBIAKZSA-M,CC(C(=O)NC(CCC(=O)[O-])C(=O)[O-])[NH3+]
23dhba,ULPVJDOMCRTJSN-RVXWVPLUSA-M,C1=CC(=C(C(=C1)O)O)C(=O)OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O
12ppd__R,DNIAPMSPPWPWGF-GSVOUGTGSA-N,CC(CO)O
thdp,CXMBCXQHOXUCEO-BYPYZUCNSA-L,C1CC(N=C(C1)C(=O)[O-])C(=O)[O-]
acmum6p,NMEMTQKUEVNSPV-MKFCKLDKSA-K,CC(C(=O)[O-])OC1C(C(OC(C1O)COP(=O)([O-])[O-])O)NC(=O)C
2cpr5p,QKMBYNRMPRKVTO-MNOVXSKESA-K,C1=CC=C(C(=C1)C(=O)[O-])NCC(=O)C(C(COP(=O)([O-])[O-])O)O
op4en,NOXRYJAWRSNUJD-UHFFFAOYSA-M,C=CCC(=O)C(=O)[O-]
dtdp4d6dg,PSXWNITXWWECNY-UCBTUHGZSA-L,CC1C(=O)C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O
23dhmb,JTEYKUFKXGDTEU-VKHMYHEASA-M,CC(C)(C(C(=O)[O-])O)O
oxadpcoa,VKKKAAPGXHWXOO-BIEWRJSYSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)[O-])O
cdigmp,NA,noinchikey_inpubchem
fa11,NA,noinchikey_inpubchem
pg120,NA,noinchikey_inpubchem
3ohcoa,NFOYYXQAVVYWKV-HDRQGHTBSA-J,CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
ala_B,UCMIRNVEIXFBKS-UHFFFAOYSA-N,C(CN)C(=O)O
thf,MSTNYGQPCMXVAQ-RYUDHWBXSA-L,C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
g3pg,LLCSXHMJULHSJN-UHFFFAOYSA-M,C(C(COP(=O)([O-])OCC(CO)O)O)O
dcacoa,NA,noinchikey_inpubchem
sl2a6o,SDVXSCSNVVZWDD-LURJTMIESA-K,C(CC(C(=O)[O-])NC(=O)CCC(=O)[O-])CC(=O)C(=O)[O-]
4r5au,XKQZIXVJVUPORE-RPDRRWSUSA-N,C(C(C(C(CO)O)O)O)NC1=C(C(=O)NC(=O)N1)N
iscu_2fe2s,NA,noinchikey_inpubchem
acnam,SQVRNKJHWKZAKO-LUWBGTNYSA-M,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])O)O
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K,CC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C
lac__D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,CC(C(=O)[O-])O
tag6p__D,BGWGXPAPYGQALX-OEXCPVAWSA-L,C(C1C(C(C(O1)(CO)O)O)O)OP(=O)([O-])[O-]
4gudbutn,TUHVEAJXIMEOSA-UHFFFAOYSA-N,C(CC(=O)O)CN=C(N)N
3hibutcoa,WWEOGFZEFHPUAM-UQCJFRAESA-J,CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
d12dg_BS,NA,noinchikey_inpubchem
4hbzcoa,LTVXPVBFJBTNIJ-TYHXJLICSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O
